serveindex,gamesinlead,lastpointindex,aceadvantage,winneradvantage,doublefaultdisadvantage,unforcederrordisadvantage,netwinneradvantage,winningbreakpointadvantage,runningdistanceadvantage,firstserveadvantage
-1,0,-1,-1,-1,0,0,0,0,-0.1892,-1
-1,0,-1,0,-1,0,0,-1,0,0.0777999999999999,-1
-1,0,1,0,0,0,-1,0,0,0.092,0
-1,0,1,0,0,0,0,0,0,-0.1415,-1
1,-1,-1,0,0,0,0,0,0,0.4679,-1
1,-1,1,0,0,0,0,0,0,0.0536,1
1,-1,1,1,1,0,0,0,0,0.0229,1
1,-1,1,0,0,0,0,0,0,-0.0523000000000001,1
-1,0,1,0,0,0,-1,0,0,-0.108600000000001,0
-1,0,-1,0,-1,0,0,-1,0,-0.2061,-1
-1,0,-1,-1,-1,0,0,0,0,-0.1447,-1
-1,0,1,0,0,0,0,0,0,-0.1955,0
-1,0,-1,-1,-1,0,0,0,0,-0.0023,-1
1,-1,-1,-1,-1,0,0,0,0,-0.1585,-1
1,-1,1,0,0,0,-1,0,0,-0.0163999999999998,0
1,-1,1,0,0,0,-1,0,0,-0.3232,0
1,-1,-1,0,0,0,0,0,0,0.0725999999999999,0
1,-1,1,1,1,0,0,0,0,0.0128,1
-1,0,1,0,1,0,0,0,0,1.0712,1
-1,0,-1,0,-1,0,0,0,0,-0.4863,-1
-1,0,-1,0,-1,0,0,-1,0,0.00190000000000001,-1
-1,0,1,0,0,0,-1,0,0,0.1104,0
-1,0,-1,0,-1,0,0,-1,0,-0.0508999999999999,-1
-1,0,1,0,0,0,0,0,0,0.5662,-1
1,-1,-1,0,0,0,1,0,0,0.368,-1
1,-1,1,0,0,0,-1,0,0,-0.1687,1
1,-1,1,1,1,0,0,0,0,0.0675,1
1,-1,1,0,0,0,0,0,0,0.6334,1
-1,0,1,0,0,0,-1,0,0,0.0855,0
-1,0,-1,0,0,0,0,0,0,-0.3174,-1
-1,0,-1,0,-1,0,0,-1,0,-0.0199,-1
-1,0,-1,0,-1,0,0,-1,0,0.0950999999999999,-1
1,-1,-1,-1,-1,0,0,0,0,-0.0422,-1
1,-1,1,0,0,0,0,0,0,0.4956,0
1,-1,-1,0,0,0,1,0,0,0.2139,0
1,-1,1,0,0,0,0,0,0,0.1029,1
1,-1,1,0,1,0,0,0,0,0.3398,0
-1,0,1,0,0,0,0,0,0,-0.105,1
-1,0,-1,0,0,0,0,-1,0,-0.6326,-1
-1,0,1,0,0,0,-1,0,0,-0.2565,0
-1,0,-1,-1,-1,0,0,0,0,0.0377,-1
-1,0,-1,0,-1,0,0,-1,0,-0.0195,0
1,-1,-1,0,-1,0,0,0,0,0.1465,0
1,-1,1,0,0,0,0,0,0,-0.1706,1
1,-1,1,0,0,0,0,0,0,0.3741,1
1,-1,1,0,0,0,0,0,0,0.0539,0
-1,0,1,0,0,0,0,0,0,0.0712,1
-1,0,-1,0,0,0,1,0,0,-0.7249,0
-1,0,-1,0,0,0,1,0,0,-0.9454,-1
-1,0,-1,0,0,0,1,0,0,-0.1505,0
1,-1,-1,0,-1,0,0,-1,0,0.0741,0
1,-1,1,0,0,0,0,0,0,0.3845,0
1,-1,1,0,0,0,0,0,0,0.5117,1
1,-1,-1,0,-1,0,0,0,0,-0.017,0
1,-1,1,0,0,0,0,0,0,0.1618,0
1,-1,-1,0,0,0,1,0,0,0.0984000000000001,0
1,-1,-1,0,0,0,1,0,0,0.8969,1
1,-1,1,0,1,0,0,0,0,1.1412,0
1,-1,-1,0,0,0,0,0,0,1.9166,1
1,-1,1,1,1,0,0,0,0,-0.0167,1
-1,0,1,0,0,0,-1,0,0,-0.7415,1
1,0,-1,0,0,0,0,-1,0,-1.0432,-1
1,0,1,0,0,0,0,0,0,0.0826,1
-1,0,-1,0,0,0,1,0,0,0.3072,0
-1,0,-1,0,0,0,1,0,0,0.4327,0
1,0,1,0,0,0,-1,0,0,-0.8326,0
1,0,1,0,0,0,-1,0,0,-0.0581,0
-1,0,1,0,1,0,0,0,0,0.0659000000000001,0
-1,0,1,0,1,0,0,0,0,0.0733000000000001,-1
1,0,-1,0,0,0,1,0,0,-0.7177,0
1,0,-1,0,0,0,1,0,0,0.1154,0
-1,0,-1,0,0,0,1,0,0,0.0706,0
-1,0,-1,0,0,0,0,-1,0,-0.0483000000000001,-1
-1,0,1,0,0,0,-1,0,0,-0.378,0
-1,0,1,0,0,0,-1,0,0,-0.3703,0
-1,0,-1,-1,-1,0,0,0,0,-0.0735,-1
-1,0,1,0,0,0,-1,0,0,-0.2153,-1
-1,0,-1,0,0,0,0,-1,0,-0.1036,-1
-1,0,-1,0,0,0,1,0,0,0.098,0
-1,0,-1,0,0,0,0,0,0,-0.1961,-1
1,-1,-1,0,0,0,0,-1,0,-0.6515,-1
1,-1,-1,0,-1,0,0,0,0,-0.1191,0
1,-1,1,0,0,0,0,0,0,-0.0936,1
1,-1,-1,0,0,0,1,0,0,0.1236,1
1,-1,1,0,0,0,0,0,0,0.2294,1
1,-1,1,0,1,0,0,0,0,1.3521,1
-1,0,1,0,1,0,0,0,0,0.142,0
-1,0,-1,0,-1,0,0,0,0,-0.4064,-1
-1,0,1,0,0,0,0,0,0,-0.0808,0
-1,0,-1,-1,-1,0,0,0,0,-0.0756,-1
-1,0,-1,0,-1,0,0,0,0,-0.4304,-1
1,-1,-1,0,0,0,0,0,0,-0.0757,0
1,-1,1,0,1,0,0,1,0,-0.00869999999999998,1
1,-1,1,1,1,0,0,0,0,0.0285,1
1,-1,1,0,0,0,0,0,0,-0.2991,1
-1,0,1,0,0,0,0,0,0,0.0081999999999999,1
-1,0,1,0,0,0,-1,0,0,-0.9633,0
-1,0,-1,0,0,0,0,0,0,-0.1066,-1
-1,0,-1,0,-1,0,0,-1,0,-0.1801,-1
-1,0,-1,0,0,0,0,-1,0,0.1868,-1
-1,0,1,0,1,0,0,0,0,-0.459,-1
-1,0,1,0,0,0,0,0,0,-0.0660000000000002,-1
-1,0,-1,0,0,0,0,0,0,-0.2631,-1
1,-1,-1,0,0,0,0,0,0,-0.027,0
1,-1,1,0,0,0,-1,0,0,0.2785,1
1,-1,1,0,0,0,0,1,0,-0.4166,1
1,-1,1,0,0,0,0,0,0,-0.1696,0
-1,0,1,0,0,0,-1,0,0,-0.4247,0
-1,0,-1,0,0,0,1,-1,0,-1.032,-1
-1,0,1,0,0,0,-1,0,0,0.00569999999999951,0
-1,0,-1,0,0,0,0,0,0,-0.2185,-1
-1,0,1,0,0,0,-1,0,0,-0.1532,0
-1,0,1,0,0,0,-1,0,0,0.0308,0
-1,0,-1,0,-1,0,0,0,0,-0.9365,-1
-1,0,-1,0,0,0,0,-1,0,-1.3293,-1
1,-1,-1,0,0,0,1,0,0,0.0988,0
1,-1,-1,0,0,0,1,0,0,0.00469999999999997,0
1,-1,1,0,1,0,0,1,0,-0.1971,1
1,-1,-1,0,0,0,1,0,0,0.3853,1
1,-1,-1,0,-1,0,0,-1,0,-0.2298,1
1,-1,1,0,0,0,-1,0,0,-0.5006,0
-1,-2,-1,0,0,0,1,0,-1,0.103100000000001,1
-1,-2,-1,0,0,0,0,0,0,-0.425,0
-1,-2,-1,0,0,0,0,0,0,0.0215,0
-1,-2,1,0,0,0,0,0,0,-0.3439,0
-1,-2,1,0,1,0,0,0,0,-0.1101,-1
-1,-2,-1,0,-1,0,0,0,0,-0.397,-1
-1,-2,1,0,0,0,0,0,0,2.4801,-1
-1,-2,-1,0,0,0,0,0,0,-0.00960000000000001,-1
1,0,-1,0,0,0,0,-1,0,0.0151,-1
1,0,1,0,1,0,0,0,0,-0.3165,1
1,0,-1,0,-1,0,0,0,0,0.1018,1
1,0,1,0,1,0,0,0,0,0.0111,1
1,0,-1,0,-1,0,0,0,0,0.4548,1
1,0,-1,0,-1,0,0,0,0,-0.1209,1
1,0,1,0,1,0,0,0,0,0.3757,1
1,0,1,0,0,0,0,0,0,0.9142,0
1,0,-1,0,0,0,0,0,0,0.0282999999999998,1
1,0,1,0,0,0,-1,0,0,-0.1753,1
1,0,-1,0,0,0,1,0,0,0.5286,1
1,0,1,0,0,0,0,0,0,0.1206,1
-1,1,1,0,0,0,0,1,0,-0.3384,1
-1,1,1,0,0,0,-1,0,0,-0.257,0
-1,1,1,0,0,0,-1,0,0,-0.2675,-1
-1,1,-1,0,-1,0,0,0,0,-0.6957,-1
-1,1,-1,0,0,0,0,-1,0,-0.438,-1
-1,1,1,0,0,0,0,0,0,1.1479,-1
-1,1,-1,0,0,0,0,0,0,-0.2418,-1
-1,1,-1,0,0,0,0,0,0,-0.2903,-1
1,0,-1,0,0,0,0,0,0,-0.1832,-1
1,0,1,0,1,0,0,0,0,1.1716,1
1,0,-1,0,0,0,0,0,0,-0.1644,0
1,0,1,0,0,0,0,0,0,0.1472,1
1,0,1,0,0,0,0,0,0,-0.0627,0
-1,1,1,0,0,0,0,0,0,0.1149,1
-1,1,1,0,1,0,0,0,0,-0.3531,0
-1,1,1,0,0,0,-1,0,0,-0.3157,-1
-1,1,1,0,0,0,-1,0,0,-0.8972,-1
1,2,1,0,0,0,0,0,1,-0.1494,-1
1,2,1,0,0,0,0,0,0,-0.17,0
1,2,1,0,1,0,0,1,0,0.0582000000000001,1
1,2,1,0,1,0,0,0,0,0.4589,1
1,2,-1,0,0,0,0,0,0,-0.0859,0
-1,3,1,0,0,0,0,0,0,-0.1309,1
-1,3,-1,0,0,0,0,0,0,3.0865,-1
-1,3,-1,0,0,0,0,0,0,-0.2228,-1
-1,3,-1,0,0,0,0,0,0,-0.3834,-1
1,2,-1,-1,-1,0,0,0,0,0.0346,-1
1,2,1,1,1,0,0,0,0,-0.0208,1
1,2,1,0,1,0,0,0,0,0.8861,0
1,2,1,0,1,0,0,0,0,0.7883,1
-1,3,1,0,0,0,0,0,0,0.1821,1
-1,3,-1,0,0,0,0,0,0,-0.175,0
-1,3,1,0,0,0,-1,0,0,-0.7901,-1
-1,3,-1,0,0,0,0,0,0,-0.3667,0
-1,3,-1,-1,-1,0,0,0,0,-0.0072,-1
1,2,-1,0,-1,0,0,-1,0,-1.1881,0
1,2,1,0,0,0,0,0,0,0.1391,0
1,2,1,0,1,0,0,0,0,0.2418,1
1,2,1,0,1,0,0,1,0,0.3904,0
1,2,-1,0,0,1,1,0,0,-0.0323,0
1,2,-1,0,0,0,1,0,0,0.2934,0
-1,0,1,0,1,0,0,1,0,-0.3132,1
-1,0,1,0,0,0,-1,0,0,-0.8895,0
-1,0,-1,0,0,0,0,-1,0,-0.1688,-1
-1,0,-1,0,-1,0,0,0,0,-0.0081,-1
-1,0,-1,0,0,0,0,0,0,-0.3297,-1
1,-1,-1,0,0,0,0,0,0,-0.3248,-1
1,-1,1,0,0,0,0,1,0,-0.1007,1
1,-1,1,0,0,0,0,0,0,-0.1154,0
1,-1,-1,0,0,1,1,0,0,0.00469999999999999,0
1,-1,1,0,0,0,0,0,0,-0.1652,1
-1,0,1,0,0,0,-1,0,0,-0.1698,0
-1,0,1,0,0,0,-1,0,0,-0.7025,-1
-1,0,1,0,0,0,0,1,0,-0.3614,0
-1,0,1,0,0,0,-1,0,0,-0.3546,-1
-1,0,-1,0,0,0,0,-1,0,-3.2302,-1
-1,0,-1,-1,-1,0,0,0,0,-0.0281,-1
-1,0,-1,0,0,0,0,0,0,-0.128,0
-1,0,1,0,0,0,-1,0,0,-0.3613,0
-1,0,-1,0,0,0,1,0,0,-0.3451,0
-1,0,-1,0,-1,0,0,-1,0,-0.1148,-1
-1,0,1,0,0,0,-1,0,0,-0.3372,-1
-1,0,1,0,1,0,0,0,0,-0.472,-1
-1,0,-1,0,-1,0,0,0,0,-0.4288,-1
-1,0,1,0,0,0,0,0,0,-0.425,-1
1,1,1,0,1,0,0,0,1,-0.5899,-1
1,1,1,0,0,0,0,0,0,0.7363,0
1,1,1,0,0,0,0,0,0,0.0265,1
1,1,1,0,0,0,0,0,0,0.1131,1
1,1,-1,0,0,0,1,0,0,-0.0606999999999999,1
1,1,-1,0,-1,0,0,0,0,-0.1836,1
1,1,-1,0,0,0,1,0,0,0.1102,1
1,1,1,0,0,0,0,0,0,-0.0202,0
-1,2,1,0,0,0,0,1,0,0.323,0
-1,2,1,0,0,0,-1,0,0,-0.3142,-1
-1,2,-1,0,0,0,0,0,0,-0.0225,-1
-1,2,-1,0,-1,0,0,-1,0,-0.4938,-1
-1,2,1,0,1,0,0,0,0,-0.1392,-1
-1,2,-1,0,-1,0,0,-1,0,-0.1191,-1
-1,2,1,0,0,0,-1,0,0,-0.3283,-1
-1,2,1,0,0,0,0,0,0,-0.8326,-1
-1,2,-1,0,-1,0,0,-1,0,0.1157,-1
-1,2,-1,-1,-1,0,0,0,0,-0.0045,-1
1,1,-1,0,-1,0,0,-1,0,-0.7772,-1
1,1,1,0,0,0,0,0,0,0.662,0
1,1,-1,0,-1,0,0,0,0,-0.1017,0
1,1,1,0,1,0,0,1,0,0.7369,1
1,1,1,0,1,0,0,0,0,0.2877,1
-1,2,1,0,1,0,0,0,0,-0.0682,0
-1,2,-1,0,0,0,0,0,0,-0.1565,-1
-1,2,-1,0,-1,0,0,0,0,-0.5087,-1
-1,2,-1,0,0,0,0,0,0,-0.0223999999999999,-1
1,1,-1,0,0,0,0,0,0,-0.1168,-1
1,1,-1,0,0,0,1,0,0,0.124,0
1,1,1,0,1,0,0,1,0,1.1628,1
1,1,-1,0,0,0,1,0,0,-0.1886,1
1,1,1,0,0,0,0,1,0,-0.2563,1
1,1,1,0,0,0,0,0,0,1.2049,0
-1,2,1,0,0,0,0,0,0,0.2138,1
-1,2,1,0,0,0,-1,0,0,-0.4471,-1
-1,2,-1,0,0,0,0,0,0,-0.1465,-1
-1,2,1,0,0,0,-1,0,0,-0.1509,0
-1,2,1,0,0,0,0,1,0,0.9685,0
-1,2,-1,0,0,0,0,0,0,-0.5952,-1
-1,2,-1,0,0,0,1,0,0,0.6429,0
-1,2,1,0,1,0,0,0,0,-0.0853000000000002,0
1,0,1,0,0,0,-1,0,1,-0.43,-1
1,0,-1,0,0,1,1,0,0,-0.00750000000000002,0
1,0,-1,0,0,1,1,0,0,0.0375,0
1,0,1,0,0,0,-1,0,0,0.0611000000000001,1
1,0,1,0,0,0,0,0,0,0.1624,0
1,0,1,1,1,0,0,0,0,0.00449999999999999,1
-1,1,1,0,0,0,0,0,0,0.1271,1
-1,1,-1,0,-1,0,0,0,0,0,-1
-1,1,1,0,0,0,0,0,0,1.2619,0
-1,1,-1,0,0,0,0,0,0,-0.1827,-1
-1,1,1,0,0,0,0,0,0,-0.1033,-1
-1,1,-1,-1,-1,0,0,0,0,-0.0224,-1
1,0,-1,0,0,0,0,0,0,0.0484,0
1,0,1,0,1,0,0,0,0,0.2792,0
1,0,-1,0,0,1,1,0,0,-0.0492,0
1,0,1,0,0,0,0,0,0,-0.1645,1
1,0,-1,0,-1,0,0,0,0,-0.0138000000000001,0
1,0,1,0,1,0,0,1,0,0.6603,1
-1,1,1,0,0,0,0,1,0,0.2169,1
-1,1,-1,0,0,0,0,0,0,-0.4664,-1
-1,1,-1,0,-1,0,0,-1,0,-3.8168,-1
-1,1,-1,0,-1,0,0,-1,0,-0.6109,-1
1,0,-1,0,0,0,0,0,0,-0.1214,0
1,0,1,0,1,0,0,0,0,0.0276,0
1,0,1,0,0,0,-1,0,0,-0.2878,1
1,0,1,0,0,0,-1,0,0,0.1624,1
-1,1,1,0,0,0,0,0,0,-0.0757,1
-1,1,-1,0,0,0,1,0,0,0.0174,0
-1,1,1,0,0,0,-1,0,0,0.0780000000000001,-1
-1,1,-1,0,0,0,0,0,0,-0.303,0
-1,1,-1,-1,-1,0,0,0,0,-0.0306,-1
1,0,-1,0,0,0,0,0,0,-0.1898,0
1,0,1,0,1,0,0,0,0,0.4427,1
1,0,1,0,0,0,-1,0,0,0.1287,0
1,0,1,0,0,0,0,0,0,0.1894,1
-1,1,1,0,0,0,0,0,0,0.2052,1
-1,1,1,0,0,0,-1,0,0,-0.0911,-1
-1,1,1,0,0,0,0,0,0,-0.1385,0
-1,1,-1,-1,-1,0,0,0,0,-0.053,-1
-1,1,1,0,1,0,0,0,0,-1.7892,-1
1,2,1,0,0,0,0,0,1,-1.0603,-1
1,2,1,0,0,0,0,0,0,0.0734,1
1,2,1,0,0,0,0,0,0,0.1767,1
1,2,-1,0,0,0,0,0,0,-0.000100000000000033,0
1,2,1,0,0,0,0,1,0,0.8581,0
1,2,-1,0,0,0,0,0,0,0.4626,1
1,2,-1,0,0,0,1,0,0,0.4172,0
1,2,1,1,1,0,0,0,0,0.0091,1
1,2,-1,0,0,1,1,0,0,0.0499,0
1,2,1,0,0,0,0,1,0,0.3579,1
1,0,1,0,0,0,0,0,0,0.7158,1
1,0,1,0,1,0,0,1,0,0.4499,1
1,0,1,0,0,0,-1,0,0,-0.0100999999999999,0
1,0,1,0,1,0,0,1,0,0.1546,0
1,0,-1,0,-1,0,0,0,0,-0.1687,0
1,0,-1,0,0,0,0,0,0,0.1692,0
1,0,-1,0,0,0,1,0,0,-0.263800000000001,1
1,0,-1,0,-1,0,0,-1,0,0.462,0
1,0,1,0,0,0,0,0,0,0.0519,1
1,0,1,0,1,0,0,0,0,0.1456,1
-1,1,1,0,1,0,0,1,0,0.509699999999999,1
-1,1,-1,0,-1,0,0,0,0,0.0077,-1
-1,1,1,0,0,0,-1,0,0,-0.1,-1
-1,1,1,0,0,0,-1,0,0,-0.0735000000000001,0
-1,1,-1,0,-1,0,0,0,0,-1.1098,-1
-1,1,-1,0,0,0,0,0,0,-0.0874000000000001,-1
1,0,-1,0,0,0,0,-1,0,-0.1125,0
1,0,1,0,1,0,0,0,0,0.1101,0
1,0,1,0,0,0,0,0,0,0.1485,1
1,0,1,0,0,0,0,1,0,-0.0603,1
-1,1,1,0,1,0,0,0,0,0,0
-1,1,-1,0,0,0,0,0,0,-0.00150000000000006,-1
-1,1,-1,0,-1,0,0,0,0,-0.00329999999999995,-1
-1,1,-1,0,-1,0,0,0,0,-0.2458,-1
-1,1,1,0,1,0,0,0,0,-0.0858000000000001,0
1,0,-1,0,0,0,0,0,0,-0.2025,-1
1,0,1,0,0,0,0,0,0,0.2379,1
1,0,-1,0,0,0,0,0,0,0.2416,0
1,0,1,0,0,0,0,0,0,0.1699,1
1,0,1,0,0,0,0,0,0,0.0431,0
1,0,-1,0,0,0,0,0,0,0.5196,0
-1,1,1,1,1,0,0,0,0,0.0223,1
-1,1,-1,0,0,0,0,0,0,-0.2784,-1
-1,1,-1,0,-1,0,0,0,0,-0.9809,0
-1,1,-1,0,0,0,0,0,0,-0.1788,0
-1,1,1,0,0,0,0,0,0,-0.0318,0
1,0,-1,0,0,0,0,0,0,0.3426,-1
1,0,-1,0,0,0,1,0,0,0.3386,0
1,0,-1,0,0,1,1,0,0,-0.0991,0
1,0,1,1,1,0,0,0,0,-0.0196,1
1,0,1,0,0,0,0,0,0,0.0848,0
1,0,1,1,1,0,0,0,0,-0.00659999999999999,1
1,0,-1,0,0,1,1,0,0,0.3057,0
1,0,-1,0,0,0,0,0,0,-0.6609,1
1,0,1,0,0,0,0,1,0,0.444800000000001,0
1,0,-1,0,0,1,1,0,0,0.0572,0
1,0,1,0,0,0,0,0,0,0.6555,1
1,0,1,0,0,0,0,1,0,0.1231,0
1,0,-1,0,0,0,1,0,0,0.3259,0
1,0,1,0,0,0,-1,0,0,-0.0803,0
1,0,-1,0,-1,0,0,0,0,-0.4595,0
1,0,-1,0,0,0,1,0,0,0.4188,1
1,0,1,0,1,0,0,0,0,-0.8277,1
1,0,1,0,0,0,-1,0,0,0.0406,0
1,0,-1,0,0,0,1,0,0,-0.3052,0
1,0,1,0,0,0,0,0,0,-0.4015,1
-1,1,1,1,1,0,0,0,0,0.0045,1
-1,1,-1,0,0,0,0,0,0,-0.0024,0
-1,1,1,0,0,0,0,0,0,-1.0372,-1
-1,1,1,0,0,0,0,0,0,-0.5312,0
-1,1,1,0,1,0,0,0,0,-0.419,-1
-1,1,-1,0,0,0,1,0,0,0.2702,0
1,2,1,0,0,0,-1,0,1,-0.1746,-1
1,2,-1,0,0,0,1,0,0,-0.0812000000000001,0
1,2,-1,0,0,0,0,0,0,0.7308,0
1,2,1,0,0,0,0,0,0,0.0852,1
1,2,-1,0,0,0,1,0,0,0.7622,0
1,2,1,0,0,0,0,0,0,0.165,0
1,2,1,0,1,0,0,0,0,0.1328,1
1,2,1,0,0,0,0,0,0,0.1967,1
1,2,-1,0,0,0,0,0,0,-1.8687,1
1,2,1,0,1,0,0,0,0,0.5813,1
1,2,-1,0,-1,0,0,-1,0,-0.1482,0
1,2,1,0,0,0,0,0,0,0.0634,1
-1,0,1,0,0,0,0,0,0,-0.7093,0
-1,0,-1,0,0,0,0,0,0,0.00960000000000001,-1
-1,0,-1,-1,-1,0,0,0,0,-0.00820000000000001,-1
-1,0,-1,0,-1,0,0,-1,0,-0.1135,-1
1,-1,-1,0,-1,0,0,-1,0,-0.0241,-1
1,-1,1,0,1,0,0,1,0,-0.2436,1
1,-1,1,0,0,0,0,0,0,0.1155,1
1,-1,-1,0,0,1,1,0,0,0.0232,0
1,-1,1,0,0,0,0,0,0,0.0218,1
-1,0,1,0,0,0,0,0,0,0.2986,0
-1,0,-1,0,-1,0,0,0,0,-0.0919,0
-1,0,1,0,0,0,-1,0,0,-0.042,-1
-1,0,-1,-1,-1,0,0,0,0,0.0079,-1
-1,0,1,0,0,0,0,0,0,-0.3015,0
-1,0,-1,0,-1,0,0,-1,0,0.0391999999999999,-1
-1,0,1,0,1,0,0,0,0,-0.2305,-1
-1,0,1,0,0,-1,-1,0,0,-0.0227,0
1,1,1,0,0,-1,-1,0,1,0.00689999999999999,0
1,1,1,1,1,0,0,0,0,-0.0105,1
1,1,1,0,0,0,-1,0,0,-0.1432,1
1,1,-1,0,0,1,1,0,0,-0.033,0
1,1,1,0,0,0,0,0,0,0.290600000000001,0
-1,2,1,0,1,0,0,0,0,0.1878,1
-1,2,-1,0,0,0,0,0,0,-0.1007,-1
-1,2,-1,0,0,0,0,-1,0,-0.1357,-1
-1,2,-1,0,0,0,0,0,0,-0.241,-1
1,1,-1,0,0,0,0,0,0,-0.0693,-1
1,1,1,0,0,0,0,0,0,0.6926,0
1,1,-1,0,0,0,0,0,0,0.3296,0
1,1,1,0,0,0,0,0,0,0.2503,1
1,1,1,0,0,0,-1,0,0,0.1591,1
-1,2,1,0,0,0,0,0,0,0.3647,1
-1,2,-1,0,-1,0,0,0,0,-0.3754,0
-1,2,-1,0,0,0,1,0,0,-0.2699,0
-1,2,-1,0,0,0,0,-1,0,0.0915,-1
1,1,-1,0,0,0,0,0,0,-0.127,0
1,1,1,0,1,0,0,1,0,-0.2823,1
1,1,1,0,0,0,0,0,0,0.0071,0
1,1,-1,0,0,0,0,0,0,0.2046,1
1,1,-1,0,0,0,1,0,0,-0.2447,1
1,1,-1,0,0,0,0,0,0,-0.1237,1
-1,0,-1,0,0,0,0,0,-1,0.6376,1
-1,0,1,0,0,0,-1,0,0,0.0574999999999999,0
-1,0,-1,0,0,0,1,0,0,-0.3219,-1
-1,0,-1,0,-1,0,0,0,0,-0.6028,-1
-1,0,-1,0,-1,0,0,-1,0,0.2638,-1
1,-1,-1,0,0,0,0,-1,0,0.2821,0
1,-1,1,0,0,0,0,1,0,0.5033,1
1,-1,-1,0,0,0,1,0,0,-0.0300999999999998,1
1,-1,-1,0,0,0,1,0,0,0.3315,1
1,-1,1,1,1,0,0,0,0,0.1493,1
1,-1,-1,0,0,0,0,0,0,0.675,1
1,-1,1,0,0,0,0,1,0,0.581,0
1,-1,1,0,0,0,0,1,0,0.4086,1
-1,0,1,0,0,0,-1,0,0,-0.0638000000000005,0
-1,0,-1,0,0,0,0,0,0,-0.1204,-1
-1,0,-1,-1,-1,0,0,0,0,-0.0237,-1
-1,0,1,0,1,0,0,0,0,-0.1931,-1
-1,0,1,0,0,-1,-1,0,0,-0.0221,0
-1,0,-1,0,-1,0,0,0,0,-0.1297,-1
1,-1,-1,0,-1,0,0,-1,0,-0.2008,-1
1,-1,1,0,0,0,-1,0,0,-0.0689,0
1,-1,1,0,0,0,0,1,0,2.2471,1
1,-1,-1,0,0,0,0,0,0,-0.1145,0
1,-1,1,0,0,0,-1,0,0,0.4345,1
-1,0,1,0,1,0,0,0,0,0.0809999999999999,0
1,0,-1,0,0,0,0,0,0,-0.5301,-1
1,0,1,0,0,0,0,1,0,0.578,1
-1,0,1,0,0,0,0,0,0,1.4656,0
-1,0,-1,0,-1,0,0,0,0,-0.0619,-1
1,0,-1,-1,-1,0,0,0,0,-0.0102,-1
1,0,1,0,0,0,0,0,0,-0.9333,0
-1,0,1,0,0,0,-1,0,0,0.0601,0
-1,0,-1,0,0,0,1,0,0,0.13,-1
1,0,-1,0,0,0,1,0,0,-0.0553000000000001,0
1,0,-1,0,-1,0,0,0,0,1.5517,0
-1,0,1,0,0,0,0,0,0,0.1859,1
-1,0,1,0,0,0,-1,0,0,-0.7104,-1
1,0,-1,0,-1,0,0,0,0,-0.6607,-1
1,0,-1,0,0,0,1,0,0,-0.4903,0
1,0,-1,0,0,0,0,0,0,-0.3306,1
1,0,1,0,0,0,-1,0,0,0.0149999999999999,0
1,0,1,1,1,0,0,0,0,0.043,1
1,0,-1,0,0,0,0,-1,0,-0.0384,0
1,0,1,0,0,0,0,0,0,0.0842,1
-1,1,1,1,1,0,0,0,0,0.0195,1
-1,1,1,0,0,0,-1,0,0,-0.3574,0
-1,1,-1,0,0,0,0,0,0,0.1037,-1
-1,1,-1,0,0,0,0,0,0,0.165,-1
-1,1,-1,0,-1,0,0,0,0,-0.0545999999999999,0
1,0,-1,0,-1,0,0,0,0,-0.6062,0
1,0,1,0,0,0,0,0,0,-0.0117,1
1,0,1,0,0,0,0,0,0,0.1138,1
1,0,1,0,1,0,0,0,0,-0.011,1
-1,1,1,0,1,0,0,1,0,-0.3776,0
-1,1,-1,0,0,0,0,0,0,0.0612,-1
-1,1,1,0,0,0,-1,0,0,-0.0683999999999998,-1
-1,1,1,0,0,0,-1,0,0,0.00980000000000008,0
-1,1,-1,0,-1,0,0,0,0,-0.5686,-1
-1,1,-1,0,0,0,0,0,0,-0.0987,-1
-1,1,1,0,0,-1,-1,0,0,0.0365000000000001,0
-1,1,-1,0,0,0,1,0,0,-0.3858,-1
1,0,-1,-1,-1,0,0,0,0,-0.0283,-1
1,0,1,0,0,0,0,1,0,-0.432,1
1,0,1,0,1,0,0,1,0,0.0896000000000001,1
1,0,1,0,1,0,0,1,0,1.7704,1
-1,1,1,0,0,0,0,0,0,0.6002,0
-1,1,-1,0,0,0,0,0,0,-0.1531,-1
-1,1,-1,0,0,0,0,0,0,-0.0944,-1
-1,1,-1,0,0,0,1,0,0,0.1472,0
1,0,-1,-1,-1,0,0,0,0,-0.0257,-1
1,0,1,0,0,0,0,0,0,0.2639,1
1,0,1,0,1,0,0,1,0,0.1212,1
1,0,1,0,0,0,0,0,0,0.5826,0
-1,1,1,1,1,0,0,0,0,0.0014,1
-1,1,1,0,1,0,0,1,0,-1.1305,0
-1,1,-1,-1,-1,0,0,0,0,-0.0141,-1
-1,1,-1,0,-1,0,0,-1,0,0.1685,-1
-1,1,-1,-1,-1,0,0,0,0,-0.0325,-1
-1,1,1,0,0,0,0,0,0,0.1196,0
1,0,-1,0,0,0,0,-1,0,1.4671,0
1,0,-1,0,0,0,0,0,0,0.1083,1
1,0,1,0,1,0,0,0,0,-0.0443,1
1,0,1,0,0,0,0,1,0,0.1206,1
1,0,1,0,1,0,0,0,0,0.8882,1
-1,1,1,0,1,0,0,0,0,0.0116,1
-1,1,-1,0,-1,0,0,0,0,-0.3918,-1
-1,1,-1,0,-1,0,0,-1,0,0.0254999999999999,0
